"id","name"
1,"г. Уфа, б-р Давлеткильдеева, д. 5/1"
2,"г. Уфа, б-р Дуванский, д. 24/1"
3,"г. Уфа, б-р Дуванский, д. 26"
4,"г. Уфа, б-р Дуванский, д. 28"
5,"г. Уфа, б-р Ибрагимова, д. 23"
6,"г. Уфа, б-р Ибрагимова, д. 35"
7,"г. Уфа, б-р Ибрагимова, д. 35/1"
8,"г. Уфа, б-р Ибрагимова, д. 37"
9,"г. Уфа, б-р Ибрагимова, д. 37/1"
10,"г. Уфа, б-р Ибрагимова, д. 47/1"
11,"г. Уфа, б-р Ибрагимова, д. 49/1"
12,"г. Уфа, б-р Ибрагимова, д. 51"
13,"г. Уфа, б-р Молодежный, д. 3"
14,"г. Уфа, б-р Молодежный, д. 5/2"
15,"г. Уфа, б-р Молодежный, д. 6"
16,"г. Уфа, б-р Молодежный, д. 7"
17,"г. Уфа, б-р Плеханова, д. 3"
18,"г. Уфа, б-р Плеханова, д. 7"
19,"г. Уфа, б-р Плеханова, д. 9/1"
20,"г. Уфа, б-р Славы, д. 1"
21,"г. Уфа, б-р Славы, д. 1А"
22,"г. Уфа, б-р Славы, д. 1В"
23,"г. Уфа, б-р Славы, д. 2/1"
24,"г. Уфа, б-р Славы, д. 2/2"
25,"г. Уфа, б-р Славы, д. 2/3"
26,"г. Уфа, б-р Славы, д. 3"
27,"г. Уфа, б-р Славы, д. 4"
28,"г. Уфа, б-р Славы, д. 14"
29,"г. Уфа, б-р Славы, д. 18"
30,"г. Уфа, б-р Тухвата Янаби, д. 53"
31,"г. Уфа, б-р Тухвата Янаби, д. 53/1"
32,"г. Уфа, б-р Тухвата Янаби, д. 53/2"
33,"г. Уфа, б-р Тухвата Янаби, д. 59/1"
34,"г. Уфа, б-р Тухвата Янаби, д. 65/1"
35,"г. Уфа, б-р Тюлькина, д. 3"
36,"г. Уфа, б-р Тюлькина, д. 5"
37,"г. Уфа, б-р Тюлькина, д. 5/1"
38,"г. Уфа, б-р Тюлькина, д. 7"
39,"г. Уфа, б-р Тюлькина, д. 7/1"
40,"г. Уфа, б-р Тюлькина, д. 7/2"
41,"г. Уфа, б-р Тюлькина, д. 7/3"
42,"г. Уфа, б-р Хадии Давлетшиной, д. 16"
43,"г. Уфа, б-р Хадии Давлетшиной, д. 16/1"
44,"г. Уфа, б-р Хадии Давлетшиной, д. 21"
45,"г. Уфа, б-р Хадии Давлетшиной, д. 24/1"
46,"г. Уфа, пер Дачный, д. 6"
47,"г. Уфа, пер Запорожский, д. 7"
48,"г. Уфа, пер Кулибина, д. 4"
49,"г. Уфа, пер Пархоменко, д. 6/1"
50,"г. Уфа, пер Пархоменко, д. 8"
51,"г. Уфа, пер Шкаповский, д. 1"
52,"г. Уфа, пр-кт Октября, д. 3"
53,"г. Уфа, пр-кт Октября, д. 5"
54,"г. Уфа, пр-кт Октября, д. 5/1"
55,"г. Уфа, пр-кт Октября, д. 6/3"
56,"г. Уфа, пр-кт Октября, д. 7"
57,"г. Уфа, пр-кт Октября, д. 8/1"
58,"г. Уфа, пр-кт Октября, д. 9"
59,"г. Уфа, пр-кт Октября, д. 10/1"
60,"г. Уфа, пр-кт Октября, д. 15/1"
61,"г. Уфа, пр-кт Октября, д. 21"
62,"г. Уфа, пр-кт Октября, д. 21/1"
63,"г. Уфа, пр-кт Октября, д. 21/3"
64,"г. Уфа, пр-кт Октября, д. 25"
65,"г. Уфа, пр-кт Октября, д. 26/1"
66,"г. Уфа, пр-кт Октября, д. 37/1"
67,"г. Уфа, пр-кт Октября, д. 43/3"
68,"г. Уфа, пр-кт Октября, д. 45"
69,"г. Уфа, пр-кт Октября, д. 45/2"
70,"г. Уфа, пр-кт Октября, д. 49/2"
71,"г. Уфа, пр-кт Октября, д. 52/1"
72,"г. Уфа, пр-кт Октября, д. 57/1"
73,"г. Уфа, пр-кт Октября, д. 57/2"
74,"г. Уфа, пр-кт Октября, д. 60"
75,"г. Уфа, пр-кт Октября, д. 61/1"
76,"г. Уфа, пр-кт Октября, д. 62"
77,"г. Уфа, пр-кт Октября, д. 62/1"
78,"г. Уфа, пр-кт Октября, д. 63"
79,"г. Уфа, пр-кт Октября, д. 63/5"
80,"г. Уфа, пр-кт Октября, д. 65/2"
81,"г. Уфа, пр-кт Октября, д. 65/4"
82,"г. Уфа, пр-кт Октября, д. 65/5"
83,"г. Уфа, пр-кт Октября, д. 66/2"
84,"г. Уфа, пр-кт Октября, д. 68"
85,"г. Уфа, пр-кт Октября, д. 68/1"
86,"г. Уфа, пр-кт Октября, д. 71/2"
87,"г. Уфа, пр-кт Октября, д. 71/3"
88,"г. Уфа, пр-кт Октября, д. 82"
89,"г. Уфа, пр-кт Октября, д. 83/1"
90,"г. Уфа, пр-кт Октября, д. 84 кор.3"
91,"г. Уфа, пр-кт Октября, д. 84/1"
92,"г. Уфа, пр-кт Октября, д. 84/2"
93,"г. Уфа, пр-кт Октября, д. 86/2"
94,"г. Уфа, пр-кт Октября, д. 87/4"
95,"г. Уфа, пр-кт Октября, д. 88/1"
96,"г. Уфа, пр-кт Октября, д. 89/1"
97,"г. Уфа, пр-кт Октября, д. 92/1"
98,"г. Уфа, пр-кт Октября, д. 93"
99,"г. Уфа, пр-кт Октября, д. 93/1"
100,"г. Уфа, пр-кт Октября, д. 95/1"
101,"г. Уфа, пр-кт Октября, д. 97/1"
102,"г. Уфа, пр-кт Октября, д. 103"
103,"г. Уфа, пр-кт Октября, д. 103/1"
104,"г. Уфа, пр-кт Октября, д. 105/1"
105,"г. Уфа, пр-кт Октября, д. 105/5"
106,"г. Уфа, пр-кт Октября, д. 106"
107,"г. Уфа, пр-кт Октября, д. 106/1"
108,"г. Уфа, пр-кт Октября, д. 106/3"
109,"г. Уфа, пр-кт Октября, д. 107/1"
110,"г. Уфа, пр-кт Октября, д. 109"
111,"г. Уфа, пр-кт Октября, д. 110"
112,"г. Уфа, пр-кт Октября, д. 111"
113,"г. Уфа, пр-кт Октября, д. 111/2"
114,"г. Уфа, пр-кт Октября, д. 112/1"
115,"г. Уфа, пр-кт Октября, д. 112/3"
116,"г. Уфа, пр-кт Октября, д. 113"
117,"г. Уфа, пр-кт Октября, д. 117"
118,"г. Уфа, пр-кт Октября, д. 117/2"
119,"г. Уфа, пр-кт Октября, д. 121"
120,"г. Уфа, пр-кт Октября, д. 121/1А"
121,"г. Уфа, пр-кт Октября, д. 124/3"
122,"г. Уфа, пр-кт Октября, д. 126/2"
123,"г. Уфа, пр-кт Октября, д. 127/1А"
124,"г. Уфа, пр-кт Октября, д. 128"
125,"г. Уфа, пр-кт Октября, д. 128/1"
126,"г. Уфа, пр-кт Октября, д. 130"
127,"г. Уфа, пр-кт Октября, д. 130/2"
128,"г. Уфа, пр-кт Октября, д. 130/4"
129,"г. Уфа, пр-кт Октября, д. 131/1"
130,"г. Уфа, пр-кт Октября, д. 132/2"
131,"г. Уфа, пр-кт Октября, д. 134/1"
132,"г. Уфа, пр-кт Октября, д. 135"
133,"г. Уфа, пр-кт Октября, д. 136/1"
134,"г. Уфа, пр-кт Октября, д. 142"
135,"г. Уфа, пр-кт Октября, д. 142/1"
136,"г. Уфа, пр-кт Октября, д. 142/3"
137,"г. Уфа, пр-кт Октября, д. 142/4"
138,"г. Уфа, пр-кт Октября, д. 144"
139,"г. Уфа, пр-кт Октября, д. 144/1"
140,"г. Уфа, пр-кт Октября, д. 160/1"
141,"г. Уфа, пр-кт Октября, д. 166"
142,"г. Уфа, пр-кт Октября, д. 170"
143,"г. Уфа, пр-кт Салавата Юлаева, д. 1"
144,"г. Уфа, проезд Лесной, д. 6/2"
145,"г. Уфа, проезд Лесной, д. 6/3"
146,"г. Уфа, проезд Лесной, д. 8/1"
147,"г. Уфа, проезд Лесной, д. 12"
148,"г. Уфа, проезд Лесной, д. 14/1"
149,"г. Уфа, проезд Лесной, д. 14/2"
150,"г. Уфа, ул 40 лет Октября, д. 8"
151,"г. Уфа, ул 40 лет Октября, д. 9/1"
152,"г. Уфа, ул 40 лет Октября, д. 12А"
153,"г. Уфа, ул 50 лет СССР, д. 2"
154,"г. Уфа, ул 50 лет СССР, д. 3"
155,"г. Уфа, ул 50 лет СССР, д. 5"
156,"г. Уфа, ул 50 лет СССР, д. 6"
157,"г. Уфа, ул 50 лет СССР, д. 38"
158,"г. Уфа, ул 50 лет СССР, д. 40"
159,"г. Уфа, ул 50 лет СССР, д. 42"
160,"г. Уфа, ул 50 лет СССР, д. 43"
161,"г. Уфа, ул 50 лет СССР, д. 43/2"
162,"г. Уфа, ул 50 лет СССР, д. 44"
163,"г. Уфа, ул 50 лет СССР, д. 48"
164,"г. Уфа, ул 50-летия Октября, д. 3"
165,"г. Уфа, ул 50-летия Октября, д. 6/8"
166,"г. Уфа, ул 50-летия Октября, д. 7"
167,"г. Уфа, ул 8 Марта, д. 10"
168,"г. Уфа, ул 8 Марта, д. 13"
169,"г. Уфа, ул 8 Марта, д. 18"
170,"г. Уфа, ул 8 Марта, д. 24/1"
171,"г. Уфа, ул 8 Марта, д. 26"
172,"г. Уфа, ул 8 Марта, д. 28"
173,"г. Уфа, ул Авиаторов, д. 19"
174,"г. Уфа, ул Авроры, д. 1"
175,"г. Уфа, ул Авроры, д. 5"
176,"г. Уфа, ул Авроры, д. 11/1А"
177,"г. Уфа, ул Авроры, д. 11/1Б"
178,"г. Уфа, ул Авроры, д. 31"
179,"г. Уфа, ул Адмирала Макарова, д. 14/1"
180,"г. Уфа, ул Адмирала Ушакова, д. 72/1"
181,"г. Уфа, ул Адмирала Ушакова, д. 86/1"
182,"г. Уфа, ул Адмирала Ушакова, д. 86/2"
183,"г. Уфа, ул Адмирала Ушакова, д. 88"
184,"г. Уфа, ул Адмирала Ушакова, д. 88/1"
185,"г. Уфа, ул Адмирала Ушакова, д. 90"
186,"г. Уфа, ул Адмирала Ушакова, д. 90/1"
187,"г. Уфа, ул Айская, д. 64/1"
188,"г. Уфа, ул Айская, д. 67"
189,"г. Уфа, ул Айская, д. 71"
190,"г. Уфа, ул Айская, д. 79"
191,"г. Уфа, ул Айская, д. 81"
192,"г. Уфа, ул Айская, д. 82"
193,"г. Уфа, ул Айская, д. 84"
194,"г. Уфа, ул Айская, д. 91/1"
195,"г. Уфа, ул Академика Королева, д. 1"
196,"г. Уфа, ул Академика Королева, д. 3"
197,"г. Уфа, ул Академика Королева, д. 7"
198,"г. Уфа, ул Академика Королева, д. 8"
199,"г. Уфа, ул Академика Королева, д. 13"
200,"г. Уфа, ул Академика Королева, д. 15"
201,"г. Уфа, ул Академика Королева, д. 17"
202,"г. Уфа, ул Академика Королева, д. 19"
203,"г. Уфа, ул Академика Королева, д. 21"
204,"г. Уфа, ул Академика Королева, д. 22"
205,"г. Уфа, ул Академика Королева, д. 26"
206,"г. Уфа, ул Академика Королева, д. 29"
207,"г. Уфа, ул Академика Королева, д. 30"
208,"г. Уфа, ул Академика Королева, д. 30/1"
209,"г. Уфа, ул Академика Королева, д. 30/2"
210,"г. Уфа, ул Академика Королева, д. 33"
211,"г. Уфа, ул Аксакова, д. 58"
212,"г. Уфа, ул Аксакова, д. 58/1"
213,"г. Уфа, ул Аксакова, д. 60"
214,"г. Уфа, ул Аксакова, д. 62"
215,"г. Уфа, ул Александра Невского, д. 19"
216,"г. Уфа, ул Александра Невского, д. 21"
217,"г. Уфа, ул Александра Невского, д. 22"
218,"г. Уфа, ул Александра Невского, д. 23"
219,"г. Уфа, ул Александра Невского, д. 25"
220,"г. Уфа, ул Александра Невского, д. 30А"
221,"г. Уфа, ул Александра Невского, д. 33"
222,"г. Уфа, ул Александра Невского, д. 37"
223,"г. Уфа, ул Альшеевская, д. 12"
224,"г. Уфа, ул Альшеевская, д. 14"
225,"г. Уфа, ул Антонова, д. 4"
226,"г. Уфа, ул Архитектурная, д. 4"
227,"г. Уфа, ул Архитектурная, д. 14"
228,"г. Уфа, ул Архитектурная, д. 18"
229,"г. Уфа, ул Ахметова, д. 300"
230,"г. Уфа, ул Ахметова, д. 300/1"
231,"г. Уфа, ул Ахметова, д. 302"
232,"г. Уфа, ул Ахметова, д. 304/2"
233,"г. Уфа, ул Ахметова, д. 316"
234,"г. Уфа, ул Ахметова, д. 316/1"
235,"г. Уфа, ул Ахметова, д. 322"
236,"г. Уфа, ул Ахметова, д. 322/1"
237,"г. Уфа, ул Ахметова, д. 322/2"
238,"г. Уфа, ул Ахметова, д. 322А"
239,"г. Уфа, ул Бабушкина, д. 21/1"
240,"г. Уфа, ул Бабушкина, д. 52"
241,"г. Уфа, ул Бакалинская, д. 48"
242,"г. Уфа, ул Бакалинская, д. 50/1"
243,"г. Уфа, ул Бакалинская, д. 60"
244,"г. Уфа, ул Бакалинская, д. 60/1"
245,"г. Уфа, ул Бакалинская, д. 60/2"
246,"г. Уфа, ул Бакалинская, д. 60/3"
247,"г. Уфа, ул Бакалинская, д. 62"
248,"г. Уфа, ул Бакалинская, д. 68/1"
249,"г. Уфа, ул Бакалинская, д. 68/2"
250,"г. Уфа, ул Бакалинская, д. 68/6"
251,"г. Уфа, ул Бакалинская, д. 70"
252,"г. Уфа, ул Бакалинская, д. 70/1"
253,"г. Уфа, ул Бакалинская, д. 70/2"
254,"г. Уфа, ул Баргузинская, д. 6"
255,"г. Уфа, ул Батырская, д. 4/1"
256,"г. Уфа, ул Батырская, д. 10"
257,"г. Уфа, ул Батырская, д. 10/1"
258,"г. Уфа, ул Батырская, д. 18"
259,"г. Уфа, ул Батырская, д. 41/4"
260,"г. Уфа, ул Баязита Бикбая, д. 2"
261,"г. Уфа, ул Баязита Бикбая, д. 4"
262,"г. Уфа, ул Баязита Бикбая, д. 6"
263,"г. Уфа, ул Баязита Бикбая, д. 8"
264,"г. Уфа, ул Баязита Бикбая, д. 12"
265,"г. Уфа, ул Баязита Бикбая, д. 12/1"
266,"г. Уфа, ул Баязита Бикбая, д. 12/3"
267,"г. Уфа, ул Баязита Бикбая, д. 14"
268,"г. Уфа, ул Баязита Бикбая, д. 18"
269,"г. Уфа, ул Баязита Бикбая, д. 19"
270,"г. Уфа, ул Баязита Бикбая, д. 19/1"
271,"г. Уфа, ул Баязита Бикбая, д. 20"
272,"г. Уфа, ул Баязита Бикбая, д. 21"
273,"г. Уфа, ул Баязита Бикбая, д. 22"
274,"г. Уфа, ул Баязита Бикбая, д. 23"
275,"г. Уфа, ул Баязита Бикбая, д. 23/1"
276,"г. Уфа, ул Баязита Бикбая, д. 24"
277,"г. Уфа, ул Баязита Бикбая, д. 24/1"
278,"г. Уфа, ул Баязита Бикбая, д. 24/2"
279,"г. Уфа, ул Баязита Бикбая, д. 24/3"
280,"г. Уфа, ул Баязита Бикбая, д. 24/4"
281,"г. Уфа, ул Баязита Бикбая, д. 25"
282,"г. Уфа, ул Баязита Бикбая, д. 25/1"
283,"г. Уфа, ул Баязита Бикбая, д. 26"
284,"г. Уфа, ул Баязита Бикбая, д. 27"
285,"г. Уфа, ул Баязита Бикбая, д. 28"
286,"г. Уфа, ул Баязита Бикбая, д. 29"
287,"г. Уфа, ул Баязита Бикбая, д. 30"
288,"г. Уфа, ул Баязита Бикбая, д. 31"
289,"г. Уфа, ул Баязита Бикбая, д. 32"
290,"г. Уфа, ул Баязита Бикбая, д. 33"
291,"г. Уфа, ул Баязита Бикбая, д. 35"
292,"г. Уфа, ул Баязита Бикбая, д. 39"
293,"г. Уфа, ул Белякова, д. 32"
294,"г. Уфа, ул Бессонова, д. 23"
295,"г. Уфа, ул Бессонова, д. 25"
296,"г. Уфа, ул Бессонова, д. 27"
297,"г. Уфа, ул Бессонова, д. 31"
298,"г. Уфа, ул Бехтерева, д. 10/1"
299,"г. Уфа, ул Бехтерева, д. 10/2"
300,"г. Уфа, ул Бехтерева, д. 16"
301,"г. Уфа, ул Бехтерева, д. 16/2"
302,"г. Уфа, ул Блюхера, д. 2/1"
303,"г. Уфа, ул Блюхера, д. 6/4"
304,"г. Уфа, ул Блюхера, д. 10/1"
305,"г. Уфа, ул Блюхера, д. 10А"
306,"г. Уфа, ул Блюхера, д. 13"
307,"г. Уфа, ул Блюхера, д. 14"
308,"г. Уфа, ул Блюхера, д. 21/2"
309,"г. Уфа, ул Блюхера, д. 25/1"
310,"г. Уфа, ул Блюхера, д. 27/1"
311,"г. Уфа, ул Блюхера, д. 42"
312,"г. Уфа, ул Богдана Хмельницкого, д. 54"
313,"г. Уфа, ул Богдана Хмельницкого, д. 57/1"
314,"г. Уфа, ул Богдана Хмельницкого, д. 58"
315,"г. Уфа, ул Богдана Хмельницкого, д. 60"
316,"г. Уфа, ул Богдана Хмельницкого, д. 88"
317,"г. Уфа, ул Богдана Хмельницкого, д. 88/1"
318,"г. Уфа, ул Богдана Хмельницкого, д. 92"
319,"г. Уфа, ул Богдана Хмельницкого, д. 92/1"
320,"г. Уфа, ул Богдана Хмельницкого, д. 112"
321,"г. Уфа, ул Богдана Хмельницкого, д. 123"
322,"г. Уфа, ул Богдана Хмельницкого, д. 125"
323,"г. Уфа, ул Богдана Хмельницкого, д. 127"
324,"г. Уфа, ул Богдана Хмельницкого, д. 129"
325,"г. Уфа, ул Богдана Хмельницкого, д. 131"
326,"г. Уфа, ул Богдана Хмельницкого, д. 132"
327,"г. Уфа, ул Богдана Хмельницкого, д. 133"
328,"г. Уфа, ул Богдана Хмельницкого, д. 134"
329,"г. Уфа, ул Большая Шелководная, д. 2"
330,"г. Уфа, ул Большая Шелководная, д. 4"
331,"г. Уфа, ул Большая Шелководная, д. 6"
332,"г. Уфа, ул Борисоглебская, д. 1"
333,"г. Уфа, ул Борисоглебская, д. 3"
334,"г. Уфа, ул Борисоглебская, д. 5"
335,"г. Уфа, ул Борисоглебская, д. 8"
336,"г. Уфа, ул Борисоглебская, д. 10"
337,"г. Уфа, ул Борисоглебская, д. 17/1"
338,"г. Уфа, ул Борисоглебская, д. 20"
339,"г. Уфа, ул Борисоглебская, д. 28/1"
340,"г. Уфа, ул Борисоглебская, д. 34"
341,"г. Уфа, ул Боткина, д. 4"
342,"г. Уфа, ул Боткина, д. 5"
343,"г. Уфа, ул Боткина, д. 7"
344,"г. Уфа, ул Боткина, д. 12"
345,"г. Уфа, ул Братьев Кадомцевых, д. 7"
346,"г. Уфа, ул Братьев Кадомцевых, д. 10/1"
347,"г. Уфа, ул Братьев Кадомцевых, д. 11/1"
348,"г. Уфа, ул Братьев Кадомцевых, д. 14"
349,"г. Уфа, ул Владивостокская, д. 13"
350,"г. Уфа, ул Владивостокская, д. 13/1"
351,"г. Уфа, ул Вокзальная, д. 18"
352,"г. Уфа, ул Вологодская, д. 7"
353,"г. Уфа, ул Вологодская, д. 9"
354,"г. Уфа, ул Вологодская, д. 13"
355,"г. Уфа, ул Вологодская, д. 19"
356,"г. Уфа, ул Вологодская, д. 20/1"
357,"г. Уфа, ул Вологодская, д. 22/2"
358,"г. Уфа, ул Вологодская, д. 23"
359,"г. Уфа, ул Вологодская, д. 27/1"
360,"г. Уфа, ул Вологодская, д. 27А"
361,"г. Уфа, ул Вологодская, д. 32"
362,"г. Уфа, ул Вологодская, д. 38"
363,"г. Уфа, ул Вологодская, д. 66"
364,"г. Уфа, ул Вологодская, д. 68"
365,"г. Уфа, ул Вологодская, д. 79А"
366,"г. Уфа, ул Вологодская, д. 81"
367,"г. Уфа, ул Вологодская, д. 81/1"
368,"г. Уфа, ул Высоковольтная, д. 20"
369,"г. Уфа, ул Габдуллы Амантая, д. 6/1"
370,"г. Уфа, ул Гафури, д. 19/1"
371,"г. Уфа, ул Гафури, д. 27"
372,"г. Уфа, ул Гафури, д. 27/1"
373,"г. Уфа, ул Гафури, д. 27/2"
374,"г. Уфа, ул Гафури, д. 29"
375,"г. Уфа, ул Гафури, д. 52"
376,"г. Уфа, ул Гафури, д. 105"
377,"г. Уфа, ул Гвардейская, д. 48"
378,"г. Уфа, ул Гвардейская, д. 54/2"
379,"г. Уфа, ул Генерала Горбатова, д. 3/2"
380,"г. Уфа, ул Генерала Горбатова, д. 3/3"
381,"г. Уфа, ул Генерала Горбатова, д. 5/1"
382,"г. Уфа, ул Генерала Горбатова, д. 7"
383,"г. Уфа, ул Генерала Горбатова, д. 7/4"
384,"г. Уфа, ул Генерала Горбатова, д. 7/5"
385,"г. Уфа, ул Генерала Горбатова, д. 9"
386,"г. Уфа, ул Георгия Мушникова, д. 2"
387,"г. Уфа, ул Георгия Мушникова, д. 3"
388,"г. Уфа, ул Георгия Мушникова, д. 9"
389,"г. Уфа, ул Георгия Мушникова, д. 9/1"
390,"г. Уфа, ул Георгия Мушникова, д. 21"
391,"г. Уфа, ул Глинки, д. 9"
392,"г. Уфа, ул Глинки, д. 11"
393,"г. Уфа, ул Гоголя, д. 55А"
394,"г. Уфа, ул Гоголя, д. 56"
395,"г. Уфа, ул Грозненская, д. 67/1"
396,"г. Уфа, ул Грозненская, д. 67/2"
397,"г. Уфа, ул Грозненская, д. 67/3"
398,"г. Уфа, ул Грозненская, д. 67/4"
399,"г. Уфа, ул Грозненская, д. 67/5"
400,"г. Уфа, ул Дагестанская, д. 7"
401,"г. Уфа, ул Дагестанская, д. 9"
402,"г. Уфа, ул Дагестанская, д. 9/1"
403,"г. Уфа, ул Дагестанская, д. 15"
404,"г. Уфа, ул Дагестанская, д. 17/1"
405,"г. Уфа, ул Дагестанская, д. 21"
406,"г. Уфа, ул Дагестанская, д. 31"
407,"г. Уфа, ул Даута Юлтыя, д. 5"
408,"г. Уфа, ул Джалиля Киекбаева, д. 9"
409,"г. Уфа, ул Дмитрия Донского, д. 83"
410,"г. Уфа, ул Добролетная, д. 7/2"
411,"г. Уфа, ул Достоевского, д. 45"
412,"г. Уфа, ул Достоевского, д. 60"
413,"г. Уфа, ул Достоевского, д. 68"
414,"г. Уфа, ул Достоевского, д. 99"
415,"г. Уфа, ул Достоевского, д. 109"
416,"г. Уфа, ул Достоевского, д. 110"
417,"г. Уфа, ул Достоевского, д. 137"
418,"г. Уфа, ул Егора Сазонова, д. 40А"
419,"г. Уфа, ул Железняцкая, д. 37/4"
420,"г. Уфа, ул Жуковского, д. 18"
421,"г. Уфа, ул Заводская, д. 1/3"
422,"г. Уфа, ул Заводская, д. 10"
423,"г. Уфа, ул Заки Валиди, д. 3"
424,"г. Уфа, ул Заки Валиди, д. 43 кор.А"
425,"г. Уфа, ул Заки Валиди, д. 62/1"
426,"г. Уфа, ул Заки Валиди, д. 62/2"
427,"г. Уфа, ул Заки Валиди, д. 62/3"
428,"г. Уфа, ул Запотоцкого, д. 21"
429,"г. Уфа, ул Запотоцкого, д. 48"
430,"г. Уфа, ул Зеленогорская, д. 3"
431,"г. Уфа, ул Зеленогорская, д. 5"
432,"г. Уфа, ул Зеленогорская, д. 7"
433,"г. Уфа, ул Зеленогорская, д. 9"
434,"г. Уфа, ул Зеленогорская, д. 11"
435,"г. Уфа, ул Зеленогорская, д. 13"
436,"г. Уфа, ул им. Фронтовых бригад, д. 3"
437,"г. Уфа, ул Индустриальное шоссе, д. 123"
438,"г. Уфа, ул Индустриальное шоссе, д. 125"
439,"г. Уфа, ул Интернациональная, д. 65"
440,"г. Уфа, ул Интернациональная, д. 73"
441,"г. Уфа, ул Интернациональная, д. 75"
442,"г. Уфа, ул Интернациональная, д. 77"
443,"г. Уфа, ул Интернациональная, д. 79"
444,"г. Уфа, ул Интернациональная, д. 91"
445,"г. Уфа, ул Интернациональная, д. 93"
446,"г. Уфа, ул Интернациональная, д. 95/1"
